"","cntry","essround","rlgblg","rlgdnm","gndr"
"31170","NO",11,2,66,2
"31171","NO",11,1,2,1
"31172","NO",11,1,1,2
"31173","NO",11,2,66,1
"31174","NO",11,1,2,2
"31175","NO",11,2,66,1
"31176","NO",11,1,2,1
"31177","NO",11,2,66,2
"31178","NO",11,2,66,2
"31179","NO",11,1,2,1
"31180","NO",11,2,66,1
"31181","NO",11,2,66,2
"31182","NO",11,2,66,1
"31183","NO",11,2,66,1
"31184","NO",11,2,66,1
"31185","NO",11,2,66,2
"31186","NO",11,2,66,2
"31187","NO",11,1,2,1
"31188","NO",11,2,66,1
"31189","NO",11,2,66,2
"31190","NO",11,2,66,1
"31191","NO",11,2,66,1
"31192","NO",11,1,2,2
"31193","NO",11,2,66,2
"31194","NO",11,2,66,2
"31195","NO",11,1,2,1
"31196","NO",11,1,2,1
"31197","NO",11,2,66,2
"31198","NO",11,2,66,1
"31199","NO",11,1,2,1
"31200","NO",11,2,66,1
"31201","NO",11,1,2,1
"31202","NO",11,1,2,2
"31203","NO",11,2,66,1
"31204","NO",11,1,2,1
"31205","NO",11,2,66,1
"31206","NO",11,1,2,2
"31207","NO",11,2,66,2
"31208","NO",11,2,66,2
"31209","NO",11,2,66,1
"31210","NO",11,2,66,2
"31211","NO",11,1,2,2
"31212","NO",11,1,2,1
"31213","NO",11,2,66,1
"31214","NO",11,2,66,2
"31215","NO",11,1,2,1
"31216","NO",11,2,66,1
"31217","NO",11,2,66,1
"31218","NO",11,2,66,2
"31219","NO",11,2,66,2
"31220","NO",11,2,66,2
"31221","NO",11,2,66,1
"31222","NO",11,2,66,2
"31223","NO",11,2,66,1
"31224","NO",11,2,66,1
"31225","NO",11,8,66,2
"31226","NO",11,1,2,1
"31227","NO",11,1,2,2
"31228","NO",11,2,66,1
"31229","NO",11,2,66,1
"31230","NO",11,2,66,2
"31231","NO",11,2,66,2
"31232","NO",11,1,2,1
"31233","NO",11,2,66,2
"31234","NO",11,1,2,2
"31235","NO",11,2,66,1
"31236","NO",11,2,66,1
"31237","NO",11,2,66,2
"31238","NO",11,1,7,2
"31239","NO",11,2,66,2
"31240","NO",11,1,2,1
"31241","NO",11,2,66,2
"31242","NO",11,2,66,1
"31243","NO",11,2,66,1
"31244","NO",11,2,66,1
"31245","NO",11,1,2,2
"31246","NO",11,1,2,1
"31247","NO",11,1,2,1
"31248","NO",11,2,66,2
"31249","NO",11,1,2,1
"31250","NO",11,1,2,2
"31251","NO",11,2,66,2
"31252","NO",11,2,66,2
"31253","NO",11,2,66,1
"31254","NO",11,1,2,1
"31255","NO",11,2,66,2
"31256","NO",11,1,1,1
"31257","NO",11,2,66,1
"31258","NO",11,2,66,2
"31259","NO",11,1,2,2
"31260","NO",11,2,66,1
"31261","NO",11,1,7,2
"31262","NO",11,1,2,1
"31263","NO",11,1,2,2
"31264","NO",11,2,66,2
"31265","NO",11,1,1,2
"31266","NO",11,2,66,1
"31267","NO",11,2,66,2
"31268","NO",11,2,66,2
"31269","NO",11,2,66,1
"31270","NO",11,2,66,1
"31271","NO",11,2,66,1
"31272","NO",11,2,66,1
"31273","NO",11,2,66,2
"31274","NO",11,2,66,1
"31275","NO",11,2,66,1
"31276","NO",11,2,66,1
"31277","NO",11,2,66,2
"31278","NO",11,2,66,1
"31279","NO",11,1,2,1
"31280","NO",11,1,2,1
"31281","NO",11,2,66,2
"31282","NO",11,2,66,2
"31283","NO",11,1,2,1
"31284","NO",11,2,66,2
"31285","NO",11,1,1,1
"31286","NO",11,2,66,2
"31287","NO",11,2,66,1
"31288","NO",11,2,66,2
"31289","NO",11,1,2,2
"31290","NO",11,2,66,2
"31291","NO",11,2,66,1
"31292","NO",11,1,2,1
"31293","NO",11,1,2,1
"31294","NO",11,1,2,1
"31295","NO",11,2,66,2
"31296","NO",11,2,66,1
"31297","NO",11,2,66,1
"31298","NO",11,2,66,1
"31299","NO",11,1,2,1
"31300","NO",11,2,66,2
"31301","NO",11,2,66,2
"31302","NO",11,2,66,2
"31303","NO",11,2,66,1
"31304","NO",11,2,66,1
"31305","NO",11,1,2,2
"31306","NO",11,1,2,1
"31307","NO",11,1,6,2
"31308","NO",11,1,2,1
"31309","NO",11,2,66,2
"31310","NO",11,2,66,2
"31311","NO",11,2,66,2
"31312","NO",11,2,66,2
"31313","NO",11,2,66,1
"31314","NO",11,2,66,1
"31315","NO",11,2,66,1
"31316","NO",11,1,1,1
"31317","NO",11,2,66,2
"31318","NO",11,2,66,2
"31319","NO",11,1,2,2
"31320","NO",11,2,66,2
"31321","NO",11,2,66,2
"31322","NO",11,1,8,2
"31323","NO",11,2,66,1
"31324","NO",11,1,2,2
"31325","NO",11,2,66,1
"31326","NO",11,2,66,1
"31327","NO",11,2,66,2
"31328","NO",11,1,2,1
"31329","NO",11,2,66,1
"31330","NO",11,2,66,1
"31331","NO",11,2,66,2
"31332","NO",11,2,66,2
"31333","NO",11,2,66,1
"31334","NO",11,2,66,2
"31335","NO",11,2,66,2
"31336","NO",11,2,66,1
"31337","NO",11,1,2,1
"31338","NO",11,2,66,2
"31339","NO",11,1,2,1
"31340","NO",11,1,2,1
"31341","NO",11,1,2,2
"31342","NO",11,2,66,2
"31343","NO",11,2,66,2
"31344","NO",11,1,2,2
"31345","NO",11,2,66,1
"31346","NO",11,2,66,2
"31347","NO",11,1,2,1
"31348","NO",11,1,6,1
"31349","NO",11,1,2,2
"31350","NO",11,2,66,1
"31351","NO",11,1,2,1
"31352","NO",11,2,66,1
"31353","NO",11,1,2,2
"31354","NO",11,2,66,1
"31355","NO",11,1,2,2
"31356","NO",11,2,66,2
"31357","NO",11,2,66,1
"31358","NO",11,2,66,1
"31359","NO",11,2,66,1
"31360","NO",11,1,6,2
"31361","NO",11,1,2,1
"31362","NO",11,2,66,1
"31363","NO",11,2,66,1
"31364","NO",11,2,66,1
"31365","NO",11,2,66,1
"31366","NO",11,1,2,1
"31367","NO",11,2,66,1
"31368","NO",11,2,66,2
"31369","NO",11,2,66,2
"31370","NO",11,2,66,2
"31371","NO",11,1,2,1
"31372","NO",11,1,2,2
"31373","NO",11,2,66,1
"31374","NO",11,1,2,1
"31375","NO",11,2,66,1
"31376","NO",11,1,3,2
"31377","NO",11,2,66,1
"31378","NO",11,2,66,1
"31379","NO",11,2,66,2
"31380","NO",11,1,2,2
"31381","NO",11,2,66,2
"31382","NO",11,1,2,1
"31383","NO",11,1,2,2
"31384","NO",11,2,66,1
"31385","NO",11,1,2,1
"31386","NO",11,7,66,2
"31387","NO",11,1,2,1
"31388","NO",11,1,2,1
"31389","NO",11,2,66,2
"31390","NO",11,1,2,2
"31391","NO",11,2,66,1
"31392","NO",11,2,66,1
"31393","NO",11,2,66,1
"31394","NO",11,2,66,1
"31395","NO",11,1,2,1
"31396","NO",11,2,66,1
"31397","NO",11,2,66,2
"31398","NO",11,1,2,1
"31399","NO",11,1,2,2
"31400","NO",11,2,66,2
"31401","NO",11,1,2,2
"31402","NO",11,2,66,2
"31403","NO",11,1,2,2
"31404","NO",11,2,66,1
"31405","NO",11,2,66,2
"31406","NO",11,2,66,1
"31407","NO",11,2,66,1
"31408","NO",11,2,66,2
"31409","NO",11,2,66,2
"31410","NO",11,1,2,2
"31411","NO",11,1,2,1
"31412","NO",11,2,66,2
"31413","NO",11,2,66,1
"31414","NO",11,1,2,1
"31415","NO",11,1,2,2
"31416","NO",11,2,66,1
"31417","NO",11,2,66,1
"31418","NO",11,2,66,1
"31419","NO",11,2,66,1
"31420","NO",11,2,66,1
"31421","NO",11,2,66,1
"31422","NO",11,2,66,2
"31423","NO",11,2,66,1
"31424","NO",11,2,66,1
"31425","NO",11,1,2,1
"31426","NO",11,1,2,2
"31427","NO",11,2,66,2
"31428","NO",11,2,66,1
"31429","NO",11,1,2,2
"31430","NO",11,1,2,2
"31431","NO",11,1,2,1
"31432","NO",11,2,66,2
"31433","NO",11,2,66,1
"31434","NO",11,2,66,1
"31435","NO",11,1,2,2
"31436","NO",11,1,2,2
"31437","NO",11,2,66,2
"31438","NO",11,1,6,1
"31439","NO",11,1,6,1
"31440","NO",11,2,66,2
"31441","NO",11,1,2,1
"31442","NO",11,1,77,1
"31443","NO",11,2,66,2
"31444","NO",11,1,2,1
"31445","NO",11,2,66,2
"31446","NO",11,2,66,1
"31447","NO",11,2,66,2
"31448","NO",11,2,66,1
"31449","NO",11,1,2,1
"31450","NO",11,2,66,2
"31451","NO",11,1,2,2
"31452","NO",11,1,6,1
"31453","NO",11,1,2,2
"31454","NO",11,2,66,1
"31455","NO",11,2,66,2
"31456","NO",11,1,2,1
"31457","NO",11,1,8,1
"31458","NO",11,2,66,2
"31459","NO",11,2,66,2
"31460","NO",11,2,66,2
"31461","NO",11,1,2,1
"31462","NO",11,2,66,1
"31463","NO",11,2,66,1
"31464","NO",11,2,66,2
"31465","NO",11,2,66,2
"31466","NO",11,2,66,2
"31467","NO",11,2,66,1
"31468","NO",11,2,66,1
"31469","NO",11,2,66,1
"31470","NO",11,2,66,2
"31471","NO",11,2,66,1
"31472","NO",11,2,66,1
"31473","NO",11,1,2,1
"31474","NO",11,1,1,2
"31475","NO",11,2,66,1
"31476","NO",11,8,66,1
"31477","NO",11,2,66,2
"31478","NO",11,2,66,2
"31479","NO",11,1,2,2
"31480","NO",11,2,66,1
"31481","NO",11,2,66,2
"31482","NO",11,1,2,1
"31483","NO",11,1,2,1
"31484","NO",11,2,66,2
"31485","NO",11,2,66,1
"31486","NO",11,1,7,1
"31487","NO",11,2,66,1
"31488","NO",11,2,66,2
"31489","NO",11,2,66,1
"31490","NO",11,1,4,2
"31491","NO",11,2,66,2
"31492","NO",11,2,66,1
"31493","NO",11,1,2,1
"31494","NO",11,2,66,2
"31495","NO",11,1,2,1
"31496","NO",11,2,66,1
"31497","NO",11,2,66,2
"31498","NO",11,2,66,1
"31499","NO",11,2,66,1
"31500","NO",11,1,2,2
"31501","NO",11,2,66,2
"31502","NO",11,1,2,2
"31503","NO",11,2,66,2
"31504","NO",11,2,66,2
"31505","NO",11,2,66,2
"31506","NO",11,2,66,2
"31507","NO",11,1,6,2
"31508","NO",11,2,66,2
"31509","NO",11,1,2,2
"31510","NO",11,1,2,1
"31511","NO",11,2,66,2
"31512","NO",11,1,2,2
"31513","NO",11,1,2,1
"31514","NO",11,2,66,1
"31515","NO",11,2,66,1
"31516","NO",11,1,2,2
"31517","NO",11,2,66,2
"31518","NO",11,2,66,1
"31519","NO",11,2,66,2
"31520","NO",11,1,2,2
"31521","NO",11,2,66,1
"31522","NO",11,2,66,2
"31523","NO",11,1,2,1
"31524","NO",11,1,2,1
"31525","NO",11,2,66,2
"31526","NO",11,2,66,2
"31527","NO",11,1,2,1
"31528","NO",11,2,66,2
"31529","NO",11,2,66,2
"31530","NO",11,2,66,2
"31531","NO",11,1,1,1
"31532","NO",11,1,1,2
"31533","NO",11,1,2,2
"31534","NO",11,1,2,2
"31535","NO",11,2,66,1
"31536","NO",11,2,66,1
"31537","NO",11,2,66,1
"31538","NO",11,2,66,1
"31539","NO",11,2,66,2
"31540","NO",11,1,2,1
"31541","NO",11,1,2,1
"31542","NO",11,2,66,2
"31543","NO",11,2,66,2
"31544","NO",11,2,66,1
"31545","NO",11,2,66,1
"31546","NO",11,1,2,1
"31547","NO",11,2,66,2
"31548","NO",11,1,2,2
"31549","NO",11,2,66,2
"31550","NO",11,1,2,2
"31551","NO",11,1,2,2
"31552","NO",11,1,2,1
"31553","NO",11,2,66,2
"31554","NO",11,1,2,1
"31555","NO",11,2,66,2
"31556","NO",11,2,66,1
"31557","NO",11,1,2,2
"31558","NO",11,2,66,2
"31559","NO",11,2,66,1
"31560","NO",11,2,66,1
"31561","NO",11,2,66,2
"31562","NO",11,2,66,1
"31563","NO",11,2,66,1
"31564","NO",11,1,2,2
"31565","NO",11,2,66,2
"31566","NO",11,2,66,2
"31567","NO",11,1,2,2
"31568","NO",11,1,2,1
"31569","NO",11,2,66,1
"31570","NO",11,2,66,1
"31571","NO",11,1,2,2
"31572","NO",11,2,66,1
"31573","NO",11,1,2,1
"31574","NO",11,2,66,1
"31575","NO",11,2,66,1
"31576","NO",11,2,66,1
"31577","NO",11,2,66,1
"31578","NO",11,1,4,1
"31579","NO",11,1,2,1
"31580","NO",11,1,2,1
"31581","NO",11,2,66,1
"31582","NO",11,1,2,2
"31583","NO",11,1,77,1
"31584","NO",11,1,6,2
"31585","NO",11,2,66,2
"31586","NO",11,2,66,1
"31587","NO",11,1,4,2
"31588","NO",11,1,7,1
"31589","NO",11,1,2,1
"31590","NO",11,1,8,1
"31591","NO",11,2,66,1
"31592","NO",11,1,2,1
"31593","NO",11,1,6,1
"31594","NO",11,1,2,1
"31595","NO",11,2,66,2
"31596","NO",11,2,66,2
"31597","NO",11,2,66,1
"31598","NO",11,2,66,2
"31599","NO",11,1,2,2
"31600","NO",11,2,66,1
"31601","NO",11,2,66,2
"31602","NO",11,1,2,2
"31603","NO",11,2,66,1
"31604","NO",11,2,66,2
"31605","NO",11,1,2,1
"31606","NO",11,1,2,2
"31607","NO",11,2,66,2
"31608","NO",11,1,2,2
"31609","NO",11,1,2,2
"31610","NO",11,1,2,2
"31611","NO",11,2,66,2
"31612","NO",11,2,66,2
"31613","NO",11,2,66,1
"31614","NO",11,2,66,2
"31615","NO",11,2,66,1
"31616","NO",11,2,66,1
"31617","NO",11,2,66,1
"31618","NO",11,1,2,1
"31619","NO",11,2,66,1
"31620","NO",11,2,66,1
"31621","NO",11,2,66,1
"31622","NO",11,2,66,2
"31623","NO",11,2,66,2
"31624","NO",11,2,66,1
"31625","NO",11,2,66,2
"31626","NO",11,2,66,2
"31627","NO",11,2,66,1
"31628","NO",11,1,2,2
"31629","NO",11,1,2,2
"31630","NO",11,2,66,2
"31631","NO",11,1,2,2
"31632","NO",11,1,2,1
"31633","NO",11,1,2,1
"31634","NO",11,2,66,1
"31635","NO",11,1,2,2
"31636","NO",11,2,66,1
"31637","NO",11,2,66,1
"31638","NO",11,1,2,1
"31639","NO",11,2,66,2
"31640","NO",11,2,66,2
"31641","NO",11,1,2,2
"31642","NO",11,2,66,2
"31643","NO",11,1,6,2
"31644","NO",11,2,66,2
"31645","NO",11,2,66,1
"31646","NO",11,2,66,1
"31647","NO",11,1,2,1
"31648","NO",11,1,2,2
"31649","NO",11,2,66,1
"31650","NO",11,2,66,1
"31651","NO",11,2,66,1
"31652","NO",11,1,2,1
"31653","NO",11,2,66,2
"31654","NO",11,1,6,2
"31655","NO",11,2,66,2
"31656","NO",11,1,2,1
"31657","NO",11,1,1,2
"31658","NO",11,2,66,1
"31659","NO",11,2,66,1
"31660","NO",11,1,2,1
"31661","NO",11,2,66,1
"31662","NO",11,2,66,1
"31663","NO",11,1,1,2
"31664","NO",11,2,66,1
"31665","NO",11,2,66,2
"31666","NO",11,2,66,1
"31667","NO",11,2,66,2
"31668","NO",11,1,6,1
"31669","NO",11,2,66,2
"31670","NO",11,2,66,2
"31671","NO",11,2,66,1
"31672","NO",11,1,2,2
"31673","NO",11,1,2,1
"31674","NO",11,2,66,1
"31675","NO",11,2,66,2
"31676","NO",11,2,66,1
"31677","NO",11,1,2,2
"31678","NO",11,2,66,2
"31679","NO",11,1,2,2
"31680","NO",11,2,66,1
"31681","NO",11,2,66,1
"31682","NO",11,1,2,1
"31683","NO",11,2,66,1
"31684","NO",11,1,6,2
"31685","NO",11,2,66,1
"31686","NO",11,2,66,2
"31687","NO",11,2,66,1
"31688","NO",11,2,66,2
"31689","NO",11,2,66,2
"31690","NO",11,1,2,2
"31691","NO",11,1,2,1
"31692","NO",11,2,66,2
"31693","NO",11,1,2,2
"31694","NO",11,2,66,1
"31695","NO",11,1,2,2
"31696","NO",11,8,66,2
"31697","NO",11,1,2,2
"31698","NO",11,1,2,1
"31699","NO",11,1,2,2
"31700","NO",11,2,66,2
"31701","NO",11,1,2,1
"31702","NO",11,2,66,1
"31703","NO",11,2,66,2
"31704","NO",11,1,2,2
"31705","NO",11,2,66,2
"31706","NO",11,2,66,1
"31707","NO",11,1,2,2
"31708","NO",11,2,66,1
"31709","NO",11,1,2,2
"31710","NO",11,2,66,2
"31711","NO",11,2,66,1
"31712","NO",11,2,66,2
"31713","NO",11,2,66,2
"31714","NO",11,1,7,1
"31715","NO",11,1,2,2
"31716","NO",11,2,66,1
"31717","NO",11,2,66,2
"31718","NO",11,1,2,1
"31719","NO",11,2,66,1
"31720","NO",11,2,66,1
"31721","NO",11,2,66,1
"31722","NO",11,2,66,1
"31723","NO",11,2,66,2
"31724","NO",11,1,2,1
"31725","NO",11,1,2,1
"31726","NO",11,1,2,1
"31727","NO",11,2,66,2
"31728","NO",11,2,66,1
"31729","NO",11,1,2,2
"31730","NO",11,2,66,2
"31731","NO",11,2,66,2
"31732","NO",11,2,66,1
"31733","NO",11,1,2,1
"31734","NO",11,2,66,1
"31735","NO",11,1,2,1
"31736","NO",11,1,2,1
"31737","NO",11,1,2,2
"31738","NO",11,1,2,2
"31739","NO",11,1,2,1
"31740","NO",11,2,66,2
"31741","NO",11,1,2,1
"31742","NO",11,2,66,1
"31743","NO",11,1,3,2
"31744","NO",11,1,2,1
"31745","NO",11,2,66,2
"31746","NO",11,1,2,2
"31747","NO",11,2,66,1
"31748","NO",11,2,66,1
"31749","NO",11,2,66,1
"31750","NO",11,2,66,2
"31751","NO",11,2,66,2
"31752","NO",11,1,2,1
"31753","NO",11,2,66,1
"31754","NO",11,1,1,1
"31755","NO",11,2,66,1
"31756","NO",11,2,66,1
"31757","NO",11,2,66,1
"31758","NO",11,2,66,2
"31759","NO",11,2,66,1
"31760","NO",11,2,66,2
"31761","NO",11,2,66,2
"31762","NO",11,1,2,1
"31763","NO",11,2,66,2
"31764","NO",11,2,66,1
"31765","NO",11,2,66,1
"31766","NO",11,2,66,2
"31767","NO",11,2,66,2
"31768","NO",11,2,66,2
"31769","NO",11,1,8,1
"31770","NO",11,2,66,2
"31771","NO",11,2,66,2
"31772","NO",11,1,2,1
"31773","NO",11,1,2,1
"31774","NO",11,1,2,1
"31775","NO",11,2,66,2
"31776","NO",11,2,66,2
"31777","NO",11,2,66,2
"31778","NO",11,1,8,2
"31779","NO",11,2,66,2
"31780","NO",11,2,66,1
"31781","NO",11,2,66,2
"31782","NO",11,2,66,1
"31783","NO",11,2,66,2
"31784","NO",11,2,66,1
"31785","NO",11,1,2,1
"31786","NO",11,1,2,2
"31787","NO",11,1,6,2
"31788","NO",11,1,2,2
"31789","NO",11,1,1,1
"31790","NO",11,1,2,2
"31791","NO",11,1,2,1
"31792","NO",11,2,66,1
"31793","NO",11,1,6,1
"31794","NO",11,2,66,2
"31795","NO",11,2,66,1
"31796","NO",11,1,2,2
"31797","NO",11,1,2,2
"31798","NO",11,2,66,1
"31799","NO",11,1,1,1
"31800","NO",11,2,66,1
"31801","NO",11,2,66,1
"31802","NO",11,1,2,2
"31803","NO",11,1,2,1
"31804","NO",11,2,66,1
"31805","NO",11,2,66,1
"31806","NO",11,2,66,1
"31807","NO",11,2,66,1
"31808","NO",11,8,66,2
"31809","NO",11,2,66,2
"31810","NO",11,2,66,2
"31811","NO",11,2,66,2
"31812","NO",11,1,2,2
"31813","NO",11,2,66,1
"31814","NO",11,2,66,2
"31815","NO",11,1,6,1
"31816","NO",11,2,66,2
"31817","NO",11,1,2,1
"31818","NO",11,2,66,1
"31819","NO",11,1,2,2
"31820","NO",11,1,2,2
"31821","NO",11,1,6,2
"31822","NO",11,1,2,1
"31823","NO",11,2,66,1
"31824","NO",11,1,3,1
"31825","NO",11,1,2,2
"31826","NO",11,1,2,1
"31827","NO",11,2,66,1
"31828","NO",11,2,66,1
"31829","NO",11,1,2,1
"31830","NO",11,1,6,2
"31831","NO",11,1,2,1
"31832","NO",11,2,66,2
"31833","NO",11,1,8,2
"31834","NO",11,1,2,1
"31835","NO",11,2,66,2
"31836","NO",11,2,66,1
"31837","NO",11,1,2,2
"31838","NO",11,2,66,1
"31839","NO",11,1,2,2
"31840","NO",11,2,66,2
"31841","NO",11,1,2,1
"31842","NO",11,2,66,1
"31843","NO",11,2,66,2
"31844","NO",11,2,66,2
"31845","NO",11,2,66,2
"31846","NO",11,1,2,2
"31847","NO",11,2,66,1
"31848","NO",11,1,2,1
"31849","NO",11,2,66,1
"31850","NO",11,2,66,1
"31851","NO",11,1,2,2
"31852","NO",11,2,66,2
"31853","NO",11,1,3,1
"31854","NO",11,2,66,1
"31855","NO",11,1,2,1
"31856","NO",11,2,66,2
"31857","NO",11,2,66,1
"31858","NO",11,1,2,2
"31859","PL",11,1,77,2
"31860","PL",11,2,66,1
"31861","PL",11,2,66,1
"31862","PL",11,1,1,1
"31863","PL",11,1,1,2
"31864","PL",11,1,1,2
"31865","PL",11,1,1,1
"31866","PL",11,1,1,2
"31867","PL",11,1,1,2
"31868","PL",11,2,66,2
"31869","PL",11,2,66,1
"31870","PL",11,1,1,1
"31871","PL",11,1,1,1
"31872","PL",11,1,1,2
"31873","PL",11,1,1,1
"31874","PL",11,1,1,1
"31875","PL",11,1,1,2
"31876","PL",11,1,1,2
"31877","PL",11,1,1,2
"31878","PL",11,2,66,1
"31879","PL",11,1,1,2
"31880","PL",11,1,1,1
"31881","PL",11,1,1,1
"31882","PL",11,1,1,2
"31883","PL",11,1,1,2
"31884","PL",11,1,1,1
"31885","PL",11,1,1,1
"31886","PL",11,1,1,2
"31887","PL",11,1,1,1
"31888","PL",11,1,1,1
"31889","PL",11,1,1,1
"31890","PL",11,1,1,2
"31891","PL",11,1,1,2
"31892","PL",11,2,66,1
"31893","PL",11,1,1,2
"31894","PL",11,2,66,2
"31895","PL",11,1,1,1
"31896","PL",11,1,1,2
"31897","PL",11,1,1,2
"31898","PL",11,2,66,2
"31899","PL",11,1,1,2
"31900","PL",11,2,66,1
"31901","PL",11,1,1,2
"31902","PL",11,2,66,1
"31903","PL",11,1,1,1
"31904","PL",11,1,1,1
"31905","PL",11,1,1,1
"31906","PL",11,1,1,2
"31907","PL",11,1,1,1
"31908","PL",11,2,66,1
"31909","PL",11,1,1,1
"31910","PL",11,2,66,2
"31911","PL",11,2,66,1
"31912","PL",11,2,66,1
"31913","PL",11,1,1,2
"31914","PL",11,2,66,2
"31915","PL",11,1,1,1
"31916","PL",11,2,66,2
"31917","PL",11,1,1,2
"31918","PL",11,1,1,2
"31919","PL",11,1,1,1
"31920","PL",11,1,1,2
"31921","PL",11,1,1,2
"31922","PL",11,1,1,1
"31923","PL",11,1,1,2
"31924","PL",11,1,1,1
"31925","PL",11,1,1,1
"31926","PL",11,1,1,1
"31927","PL",11,1,1,2
"31928","PL",11,2,66,2
"31929","PL",11,1,1,1
"31930","PL",11,1,1,2
"31931","PL",11,1,8,1
"31932","PL",11,1,1,2
"31933","PL",11,1,1,2
"31934","PL",11,1,1,1
"31935","PL",11,1,1,1
"31936","PL",11,1,1,2
"31937","PL",11,2,66,1
"31938","PL",11,1,1,2
"31939","PL",11,1,1,1
"31940","PL",11,1,1,2
"31941","PL",11,1,1,2
"31942","PL",11,2,66,1
"31943","PL",11,1,1,1
"31944","PL",11,2,66,1
"31945","PL",11,1,1,2
"31946","PL",11,1,1,1
"31947","PL",11,1,1,1
"31948","PL",11,1,1,2
"31949","PL",11,1,1,1
"31950","PL",11,1,1,1
"31951","PL",11,1,1,1
"31952","PL",11,2,66,2
"31953","PL",11,1,1,2
"31954","PL",11,1,1,2
"31955","PL",11,1,1,2
"31956","PL",11,1,1,1
"31957","PL",11,2,66,2
"31958","PL",11,1,1,2
"31959","PL",11,1,1,2
"31960","PL",11,1,1,1
"31961","PL",11,1,1,1
"31962","PL",11,2,66,2
"31963","PL",11,1,1,2
"31964","PL",11,8,66,2
"31965","PL",11,1,1,2
"31966","PL",11,2,66,1
"31967","PL",11,2,66,2
"31968","PL",11,1,1,2
"31969","PL",11,2,66,2
"31970","PL",11,1,1,1
"31971","PL",11,1,1,2
"31972","PL",11,1,1,2
"31973","PL",11,1,1,1
"31974","PL",11,2,66,1
"31975","PL",11,1,1,1
"31976","PL",11,1,1,2
"31977","PL",11,1,1,2
"31978","PL",11,1,1,1
"31979","PL",11,1,1,1
"31980","PL",11,1,1,1
"31981","PL",11,1,1,1
"31982","PL",11,1,1,2
"31983","PL",11,2,66,1
"31984","PL",11,1,1,1
"31985","PL",11,1,1,2
"31986","PL",11,1,1,1
"31987","PL",11,1,1,2
"31988","PL",11,1,1,1
"31989","PL",11,1,1,2
"31990","PL",11,1,1,1
"31991","PL",11,2,66,2
"31992","PL",11,1,1,1
"31993","PL",11,1,1,2
"31994","PL",11,1,1,2
"31995","PL",11,1,1,1
"31996","PL",11,1,1,1
"31997","PL",11,1,1,2
"31998","PL",11,1,1,2
"31999","PL",11,2,66,1
"32000","PL",11,1,1,2
"32001","PL",11,1,1,2
"32002","PL",11,1,1,2
"32003","PL",11,2,66,1
"32004","PL",11,2,66,1
"32005","PL",11,1,1,1
"32006","PL",11,1,1,2
"32007","PL",11,1,1,2
"32008","PL",11,1,1,2
"32009","PL",11,2,66,1
"32010","PL",11,1,1,1
"32011","PL",11,1,1,1
"32012","PL",11,1,1,2
"32013","PL",11,1,1,1
"32014","PL",11,1,1,2
"32015","PL",11,2,66,1
"32016","PL",11,2,66,1
"32017","PL",11,1,1,1
"32018","PL",11,1,1,1
"32019","PL",11,1,1,1
"32020","PL",11,1,1,2
"32021","PL",11,1,1,2
"32022","PL",11,1,1,1
"32023","PL",11,2,66,1
"32024","PL",11,1,1,1
"32025","PL",11,1,1,2
"32026","PL",11,1,1,1
"32027","PL",11,2,66,2
"32028","PL",11,1,1,1
"32029","PL",11,1,1,2
"32030","PL",11,1,1,2
"32031","PL",11,1,1,1
"32032","PL",11,1,1,1
"32033","PL",11,1,1,2
"32034","PL",11,2,66,2
"32035","PL",11,1,1,2
"32036","PL",11,1,2,2
"32037","PL",11,1,1,2
"32038","PL",11,1,1,1
"32039","PL",11,1,1,1
"32040","PL",11,1,1,2
"32041","PL",11,1,1,2
"32042","PL",11,1,1,1
"32043","PL",11,1,1,2
"32044","PL",11,1,1,2
"32045","PL",11,1,1,2
"32046","PL",11,1,1,2
"32047","PL",11,2,66,2
"32048","PL",11,1,1,2
"32049","PL",11,1,1,1
"32050","PL",11,1,1,1
"32051","PL",11,2,66,2
"32052","PL",11,1,1,2
"32053","PL",11,1,1,1
"32054","PL",11,2,66,2
"32055","PL",11,1,1,2
"32056","PL",11,1,1,2
"32057","PL",11,1,1,1
"32058","PL",11,1,1,1
"32059","PL",11,1,1,2
"32060","PL",11,1,1,2
"32061","PL",11,2,66,1
"32062","PL",11,1,1,1
"32063","PL",11,1,1,2
"32064","PL",11,1,1,2
"32065","PL",11,1,1,1
"32066","PL",11,1,1,1
"32067","PL",11,1,1,1
"32068","PL",11,1,1,1
"32069","PL",11,1,1,2
"32070","PL",11,1,1,2
"32071","PL",11,1,1,1
"32072","PL",11,1,1,2
"32073","PL",11,1,1,2
"32074","PL",11,7,66,2
"32075","PL",11,1,1,1
"32076","PL",11,1,1,1
"32077","PL",11,1,1,1
"32078","PL",11,2,66,2
"32079","PL",11,1,4,2
"32080","PL",11,1,1,2
"32081","PL",11,1,1,1
"32082","PL",11,2,66,1
"32083","PL",11,2,66,2
"32084","PL",11,2,66,2
"32085","PL",11,1,1,2
"32086","PL",11,2,66,2
"32087","PL",11,1,2,1
"32088","PL",11,1,1,1
"32089","PL",11,2,66,1
"32090","PL",11,1,1,2
"32091","PL",11,1,1,1
"32092","PL",11,1,1,2
"32093","PL",11,1,1,1
"32094","PL",11,1,1,1
"32095","PL",11,1,1,2
"32096","PL",11,1,1,2
"32097","PL",11,1,1,2
"32098","PL",11,1,1,1
"32099","PL",11,2,66,1
"32100","PL",11,1,1,1
